Elapsed Time (ms),Coarse Encoder Counts (6B),Coarse Degree
22043,1D579E,133.16994459833793
22044,1D58F0,133.193351800554
22045,1D5AEB,133.2284626038781
22046,1D5CE6,133.26357340720222
22047,1D5E38,133.2869806094183
22048,1D6033,133.32209141274237
22049,1D6185,133.34549861495844
22050,1D6380,133.38060941828255
22051,1D64D2,133.40401662049862
22052,1D66CD,133.43912742382273
22053,1D681F,133.46253462603877
22054,1D6A1A,133.49764542936288
22055,1D6C15,133.53275623268698
22056,1D6D67,133.55616343490306
22057,1D6F62,133.59127423822716
22058,1D715D,133.62638504155126
22059,1D72AF,133.6497922437673
22060,1D74AA,133.6849030470914
22061,1D75FC,133.7083102493075
22062,1D77F7,133.7434210526316
22063,1D79F2,133.7785318559557
22064,1D7B44,133.80193905817174
22065,1D7D3F,133.83704986149584
22066,1D7E91,133.8604570637119
22067,1D808C,133.89556786703602
22068,1D8287,133.93067867036012
22069,1D83D9,133.95408587257617
22070,1D85D4,133.98919667590027
22071,1D8726,134.01260387811632
22072,1D8921,134.04771468144045
22073,1D8B1C,134.08282548476456
22074,1D8C6E,134.1062326869806
22075,1D8E69,134.1413434903047
22076,1D8FBB,134.16475069252078
22077,1D91B6,134.19986149584486
22078,1D9308,134.22326869806093
22079,1D9503,134.25837950138504
22080,1D96FE,134.29349030470914
22081,1D9850,134.31689750692522
22082,1D9A4B,134.3520083102493
22083,1D9B9D,134.37541551246537
22084,1D9D98,134.41052631578947
22085,1D9F93,134.44563711911357
22086,1DA0E5,134.46904432132965
22087,1DA2E0,134.50415512465372
22088,1DA432,134.5275623268698
22089,1DA62D,134.5626731301939
22090,1DA77F,134.58608033240998
22091,1DA97A,134.62119113573408
22092,1DAACC,134.64459833795013
22093,1DACC7,134.67970914127423
22094,1DAEC2,134.71481994459833
22095,1DB014,134.7382271468144
22096,1DB20F,134.7733379501385
22097,1DB361,134.79674515235456
22098,1DB55C,134.83185595567866
22099,1DB6AE,134.85526315789474
22100,1DB8A9,134.89037396121884
22101,1DB9FB,134.91378116343492
22102,1DBBF6,134.94889196675902
22103,1DBD48,134.97229916897507
22104,1DBF43,135.00740997229917
22105,1DC13E,135.04252077562327
22106,1DC290,135.06592797783935
22107,1DC48B,135.10103878116345
22108,1DC5DD,135.1244459833795
22109,1DC7D8,135.1595567867036
22110,1DC92A,135.18296398891965
22111,1DCB25,135.21807479224375
22112,1DCC77,135.24148199445983
22112,1DCE72,135.27659279778393
22113,1DD06D,135.31170360110804
22114,1DD1BF,135.33511080332408
22115,1DD3BA,135.3702216066482
22116,1DD50C,135.39362880886426
22117,1DD707,135.42873961218837
22118,1DD859,135.45214681440444
22119,1DDA54,135.48725761772852
22120,1DDC4F,135.52236842105262
22121,1DDDA1,135.5457756232687
22122,1DDF9C,135.5808864265928
22123,1DE0EE,135.60429362880888
22124,1DE2E9,135.63940443213298
22125,1DE43B,135.66281163434903
22126,1DE636,135.69792243767313
22127,1DE831,135.73303324099723
22128,1DE983,135.7564404432133
22129,1DEB7E,135.7915512465374
22130,1DECD0,135.81495844875346
22131,1DEECB,135.85006925207756
22132,1DF01D,135.8734764542936
22133,1DF218,135.90858725761774
22134,1DF36A,135.93199445983382
22135,1DF565,135.9671052631579
22136,1DF6B7,135.99051246537397
22137,1DF8B2,136.02562326869804
22138,1DFA04,136.04903047091412
22139,1DFBFF,136.08414127423825
22140,1DFD51,136.1075484764543
22141,1DFF4C,136.1426592797784
22142,1E009E,136.16606648199445
22143,1E0299,136.20117728531855
22144,1E03EB,136.22458448753463
22145,1E05E6,136.25969529085873
22146,1E0738,136.2831024930748
22147,1E0933,136.31821329639888
22148,1E0A85,136.34162049861496
22149,1E0C80,136.37673130193906
22150,1E0E7B,136.41184210526316
22151,1E0FCD,136.43524930747924
22152,1E111F,136.4586565096953
22153,1E131A,136.4937673130194
22154,1E1515,136.5288781163435
22155,1E1667,136.55228531855954
22156,1E1862,136.58739612188367
22157,1E19B4,136.61080332409972
22158,1E1BAF,136.64591412742382
22159,1E1D01,136.6693213296399
22160,1E1EFC,136.70443213296397
22161,1E204E,136.72783933518005
22162,1E2249,136.76295013850415
22163,1E239B,136.78635734072023
22164,1E2596,136.82146814404433
22165,1E26E8,136.84487534626038
22166,1E28E3,136.87998614958448
22167,1E2A35,136.90339335180056
22168,1E2C30,136.93850415512466
22169,1E2D82,136.9619113573407
22170,1E2F7D,136.9970221606648
22171,1E3178,137.03213296398891
22172,1E32CA,137.055540166205
22173,1E34C5,137.0906509695291
22174,1E3617,137.11405817174517
22175,1E3812,137.14916897506924
22176,1E3964,137.17257617728532
22177,1E3B5F,137.2076869806094
22178,1E3CB1,137.23109418282547
22179,1E3EAC,137.2662049861496
22180,1E40A7,137.30131578947368
22181,1E41F9,137.32472299168975
22182,1E43F4,137.35983379501386
22183,1E4546,137.3832409972299
22184,1E4741,137.41835180055403
22185,1E4893,137.44175900277008
22186,1E4A8E,137.4768698060942
22187,1E4BE0,137.50027700831023
22188,1E4DDB,137.53538781163434
22189,1E4F2D,137.5587950138504
22190,1E5128,137.59390581717452
22191,1E527A,137.6173130193906
22192,1E5475,137.6524238227147
22193,1E55C7,137.67583102493074
22194,1E57C2,137.71094182825485
22195,1E59BD,137.74605263157895
22196,1E5B0F,137.76945983379503
22197,1E5C61,137.79286703601107
22198,1E5E5C,137.82797783933518
22199,1E5FAE,137.85138504155125
22200,1E61A9,137.88649584487533
22201,1E62FB,137.9099030470914
22202,1E64F6,137.9450138504155
22203,1E6648,137.96842105263158
22204,1E6843,138.00353185595569
22205,1E6A3E,138.03864265927976
22206,1E6B90,138.06204986149584
22207,1E6CE2,138.0854570637119
22208,1E6EDD,138.12056786703602
22209,1E702F,138.1439750692521
22210,1E722A,138.17908587257617
22210,1E7425,138.21419667590027
22212,1E7577,138.23760387811635
22213,1E7772,138.27271468144045
22214,1E78C4,138.29612188365653
22215,1E7ABF,138.3312326869806
22216,1E7C11,138.35463988919668
22217,1E7E0C,138.38975069252078
22218,1E7F5E,138.41315789473686
22219,1E8159,138.44826869806096
22220,1E82AB,138.471675900277
22221,1E84A6,138.5067867036011
22222,1E85F8,138.53019390581716
22223,1E87F3,138.56530470914126
22224,1E8945,138.58871191135734
22225,1E8B40,138.62382271468144
22226,1E8C92,138.64722991689752
22227,1E8E8D,138.6823407202216
22228,1E8FDF,138.70574792243767
22229,1E91DA,138.74085872576177
22230,1E932C,138.76426592797785
22231,1E9527,138.79937673130195
22232,1E9722,138.83448753462605
22233,1E9874,138.8578947368421
22234,1E9A6F,138.8930055401662
22235,1E9BC1,138.91641274238228
22236,1E9DBC,138.95152354570638
22237,1E9F0E,138.97493074792243
22238,1EA109,139.01004155124653
22239,1EA25B,139.0334487534626
22240,1EA456,139.0685595567867
22241,1EA5A8,139.0919667590028
22242,1EA7A3,139.1270775623269
22243,1EA8F5,139.15048476454294
22244,1EAA47,139.173891966759
22245,1EAC42,139.2090027700831
22246,1EAD94,139.23240997229917
22247,1EAF8F,139.26752077562327
22248,1EB0E1,139.29092797783935
22249,1EB2DC,139.32603878116345
22250,1EB42E,139.3494459833795
22251,1EB629,139.3845567867036
22252,1EB77B,139.40796398891968
22253,1EB976,139.44307479224378
22254,1EBAC8,139.46648199445983
22255,1EBCC3,139.50159279778393
22256,1EBEBE,139.53670360110803
22257,1EC010,139.5601108033241
22258,1EC162,139.58351800554016
22259,1EC35D,139.6186288088643
22260,1EC4AF,139.64203601108034
22261,1EC6AA,139.67714681440444
22262,1EC7FC,139.7005540166205
22263,1EC9F7,139.7356648199446
22264,1ECB49,139.75907202216067
22265,1ECC9B,139.78247922437674
22266,1ECE96,139.81759002770085
22267,1ECFE8,139.8409972299169
22268,1ED1E3,139.876108033241
22269,1ED335,139.89951523545705
22270,1ED530,139.93462603878118
22271,1ED682,139.95803324099722
22272,1ED87D,139.99314404432133
22273,1ED9CF,140.0165512465374
22274,1EDBCA,140.05166204986148
22275,1EDD1C,140.07506925207755
22276,1EDF17,140.11018005540168
22277,1EE069,140.13358725761773
22278,1EE264,140.16869806094184
22279,1EE3B6,140.19210526315788
22280,1EE5B1,140.227216066482
22281,1EE703,140.25062326869806
22282,1EE855,140.27403047091414
22283,1EEA50,140.30914127423824
22284,1EEBA2,140.3325484764543
22285,1EED9D,140.3676592797784
22286,1EEEEF,140.39106648199444
22287,1EF0EA,140.42617728531857
22288,1EF23C,140.44958448753462
22289,1EF38E,140.4729916897507
22290,1EF589,140.5081024930748
22291,1EF6DB,140.53150969529085
22292,1EF8D6,140.56662049861495
22293,1EFA28,140.59002770083103
22294,1EFB7A,140.6134349030471
22295,1EFD75,140.64854570637118
22296,1EFEC7,140.67195290858726
22297,1F0019,140.6953601108033
22298,1F0214,140.7304709141274
22299,1F0366,140.7538781163435
22300,1F0561,140.7889889196676
22301,1F06B3,140.81239612188367
22302,1F0805,140.83580332409971
22303,1F0A00,140.87091412742382
22304,1F0B52,140.8943213296399
22305,1F0CA4,140.91772853185597
22306,1F0E9F,140.95283933518007
22307,1F0FF1,140.97624653739612
22308,1F11EC,141.01135734072022
22309,1F133E,141.03476454293627
22310,1F1490,141.05817174515235
22311,1F168B,141.09328254847645
22313,1F17DD,141.11668975069253
22314,1F192F,141.14009695290858
22315,1F1B2A,141.17520775623268
22316,1F1C7C,141.19861495844876
22317,1F1DCE,141.2220221606648
22318,1F1FC9,141.2571329639889
22319,1F211B,141.280540166205
22320,1F226D,141.30394736842106
22321,1F2468,141.33905817174517
22322,1F25BA,141.36246537396121
22323,1F27B5,141.39757617728532
22324,1F2907,141.4209833795014
22325,1F2B02,141.4560941828255
22326,1F2C54,141.47950138504154
22327,1F2DA6,141.50290858725762
22328,1F2FA1,141.53801939058172
22329,1F30F3,141.56142659279777
22330,1F32EE,141.5965373961219
22331,1F3440,141.61994459833795
22332,1F3592,141.64335180055403
22333,1F378D,141.6784626038781
22334,1F38DF,141.70186980609418
22335,1F3A31,141.72527700831023
22336,1F3C2C,141.76038781163436
22337,1F3D7E,141.78379501385044
22338,1F3ED0,141.8072022160665
22339,1F40CB,141.8423130193906
22340,1F421D,141.86572022160664
22341,1F436F,141.8891274238227
22342,1F456A,141.92423822714682
22343,1F46BC,141.9476454293629
22344,1F480E,141.97105263157894
22345,1F4A09,142.00616343490304
22346,1F4B5B,142.02957063711912
22347,1F4CAD,142.05297783933517
22348,1F4EA8,142.08808864265927
22349,1F4FFA,142.11149584487535
22349,1F514C,142.13490304709143
22351,1F5347,142.1700138504155
22352,1F5499,142.19342105263158
22353,1F55EB,142.21682825484763
22354,1F57E6,142.25193905817176
22355,1F5938,142.27534626038783
22356,1F5A8A,142.29875346260388
22357,1F5C85,142.33386426592799
22358,1F5DD7,142.35727146814403
22359,1F5F29,142.3806786703601
22360,1F607B,142.40408587257616
22361,1F6276,142.4391966759003
22362,1F63C8,142.46260387811634
22363,1F651A,142.48601108033242
22364,1F6715,142.52112188365652
22365,1F6867,142.54452908587257
22366,1F69B9,142.56793628808865
22367,1F6B0B,142.59134349030472
22368,1F6D06,142.62645429362883
22369,1F6E58,142.64986149584487
22370,1F6FAA,142.67326869806095
22371,1F70FC,142.696675900277
22372,1F72F7,142.7317867036011
22373,1F7449,142.75519390581718
22374,1F759B,142.77860110803326
22375,1F76ED,142.8020083102493
22376,1F78E8,142.8371191135734
22377,1F7A3A,142.86052631578946
22378,1F7B8C,142.88393351800553
22379,1F7CDE,142.9073407202216
22380,1F7E30,142.9307479224377
22381,1F802B,142.9658587257618
22382,1F817D,142.98926592797784
22383,1F82CF,143.01267313019392
22384,1F8421,143.03608033240997
22385,1F8573,143.05948753462604
22386,1F86C5,143.0828947368421
22387,1F88C0,143.11800554016622
22388,1F8A12,143.14141274238227
22389,1F8B64,143.16481994459835
22390,1F8CB6,143.1882271468144
22391,1F8E08,143.21163434903048
22392,1F8F5A,143.23504155124652
22393,1F90AC,143.2584487534626
22394,1F92A7,143.2935595567867
22395,1F93F9,143.31696675900278
22396,1F954B,143.34037396121883
22397,1F969D,143.3637811634349
22397,1F9898,143.39889196675898
22399,1F99EA,143.42229916897506
22399,1F9B3C,143.44570637119114
22400,1F9C8E,143.4691135734072
22402,1F9DE0,143.49252077562326
22403,1F9F32,143.51592797783934
22403,1FA12D,143.55103878116344
22404,1FA27F,143.5744459833795
22405,1FA3D1,143.59785318559557
22407,1FA523,143.62126038781165
22407,1FA675,143.6446675900277
22408,1FA7C7,143.66807479224377
22409,1FA9C2,143.70318559556787
22410,1FAB14,143.72659279778392
22411,1FAC66,143.75
22412,1FADB8,143.77340720221608
22413,1FAF0A,143.79681440443215
22414,1FB105,143.83192520775623
22415,1FB257,143.8553324099723
22416,1FB3A9,143.87873961218835
22417,1FB4FB,143.90214681440443
22418,1FB64D,143.9255540166205
22419,1FB848,143.9606648199446
22420,1FB99A,143.98407202216066
22421,1FBB95,144.01918282548476
22422,1FBCE7,144.04259002770084
22423,1FBE39,144.0659972299169
22424,1FBF8B,144.08940443213297
22425,1FC0DD,144.11281163434904
22426,1FC22F,144.1362188365651
22427,1FC381,144.15962603878117
22428,1FC57C,144.19473684210527
22429,1FC6CE,144.21814404432132
22430,1FC820,144.2415512465374
22431,1FC972,144.26495844875348
22432,1FCAC4,144.28836565096955
22433,1FCCBF,144.32347645429363
22434,1FCE11,144.3468836565097
22435,1FCF63,144.37029085872575
22436,1FD0B5,144.39369806094183
22437,1FD2B0,144.42880886426593
22438,1FD402,144.452216066482
22439,1FD554,144.47562326869806
22440,1FD6A6,144.49903047091414
22441,1FD7F8,144.52243767313018
22442,1FD94A,144.54584487534626
22443,1FDB45,144.58095567867036
22444,1FDC97,144.60436288088644
22445,1FDDE9,144.6277700831025
22446,1FDF3B,144.65117728531857
22447,1FE08D,144.67458448753462
22448,1FE288,144.70969529085872
22449,1FE3DA,144.7331024930748
22450,1FE52C,144.75650969529084
22451,1FE67E,144.77991689750692
22452,1FE7D0,144.803324099723
22453,1FE922,144.82673130193905
22454,1FEA74,144.85013850415513
22455,1FEBC6,144.87354570637117
22456,1FEDC1,144.90865650969528
22457,1FEF13,144.93206371191135
22458,1FF065,144.95547091412743
22459,1FF1B7,144.9788781163435
22460,1FF309,145.00228531855956
22461,1FF45B,145.02569252077564
22462,1FF5AD,145.04909972299168
22463,1FF6FF,145.07250692520773
22464,1FF8FA,145.10761772853186
22465,1FFA4C,145.13102493074794
22466,1FFB9E,145.154432132964
22467,1FFCF0,145.17783933518007
22468,1FFE42,145.20124653739612
22469,1FFF94,145.2246537396122
22470,2000E6,145.24806094182824
22471,200238,145.27146814404432
22472,20038A,145.2948753462604
22473,2004DC,145.31828254847645
22474,20062E,145.34168975069252
22475,200780,145.36509695290857
22476,2008D2,145.38850415512465
22477,200A24,145.4119113573407
22478,200B76,145.43531855955678
22479,200CC8,145.45872576177285
22480,200E1A,145.48213296398893
22481,200F6C,145.50554016620498
22482,2010BE,145.52894736842106
22483,201210,145.5523545706371
22484,201362,145.57576177285318
22485,2014B4,145.59916897506926
22486,201606,145.62257617728534
22487,201758,145.6459833795014
22488,2018AA,145.66939058171747
22489,2019FC,145.6927977839335
22490,201B4E,145.7162049861496
22491,201CA0,145.73961218836564
22492,201D49,145.75131578947367
22493,201E9B,145.77472299168974
22494,201FED,145.79813019390582
22495,20213F,145.8215373961219
22496,202291,145.84494459833795
22497,2023E3,145.86835180055402
22498,202535,145.89175900277007
22499,202687,145.91516620498615
22500,2027D9,145.93857340720223
22501,20292B,145.9619806094183
22502,202A7D,145.98538781163435
22503,202B26,145.99709141274238
22504,202C78,146.02049861495846
22505,202DCA,146.0439058171745
22506,202F1C,146.06731301939058
22507,20306E,146.09072022160663
22508,2031C0,146.1141274238227
22509,203269,146.12583102493076
22510,2033BB,146.1492382271468
22512,20350D,146.1726454293629
22512,20365F,146.19605263157894
22513,2037B1,146.219459833795
22514,203903,146.24286703601106
22515,2039AC,146.25457063711912
22516,203AFE,146.2779778393352
22517,203C50,146.30138504155124
22518,203DA2,146.32479224376732
22519,203E4B,146.33649584487534
22520,203F9D,146.35990304709142
22522,2040EF,146.38331024930747
22522,204241,146.40671745152355
22523,204393,146.4301246537396
22524,20443C,146.44182825484765
22525,20458E,146.46523545706373
22527,2046E0,146.48864265927978
22528,204832,146.51204986149585
22529,2048DB,146.52375346260388
22529,204A2D,146.54716066481993
22531,204B7F,146.570567867036
22532,204CD1,146.59397506925208
22533,204E23,146.61738227146816
22533,204ECC,146.62908587257618
22534,20501E,146.65249307479226
22536,205170,146.6759002770083
22537,205219,146.68760387811633
22538,20536B,146.7110110803324
22539,2054BD,146.73441828254846
22540,20560F,146.75782548476454
22541,2056B8,146.76952908587256
22541,20580A,146.79293628808864
22543,20595C,146.81634349030472
22544,205AAE,146.83975069252077
22545,205B57,146.85145429362882
22546,205CA9,146.87486149584487
22547,205DFB,146.89826869806095
22548,205EA4,146.90997229916897
22549,205FF6,146.93337950138505
22550,206148,146.95678670360113
22551,20629A,146.98019390581717
22552,2063EC,147.00360110803325
22553,206495,147.01530470914128
22554,2065E7,147.03871191135732
22555,206739,147.0621191135734
22556,2067E2,147.07382271468143
22557,206934,147.0972299168975
22557,206A86,147.12063711911358
22559,206BD8,147.14404432132966
22560,206C81,147.15574792243768
22561,206DD3,147.17915512465373
22562,206F25,147.2025623268698
22563,207077,147.22596952908586
22564,207120,147.2376731301939
22565,207272,147.26108033240996
22566,2073C4,147.28448753462604
22567,207516,147.30789473684212
22568,207668,147.33130193905816
